"codigo_ies_padre","Nivel de Formación","year","graduados","tipo","Metodología","desercion"
"9937","Doctorado","2015",0,"graduados",NA,NA
"9937","Doctorado","2016",0,"graduados",NA,NA
"9937","Doctorado","2017",0,"graduados",NA,NA
"9937","Doctorado","2018",0,"graduados",NA,NA
"9937","Doctorado","2019",0,"graduados",NA,NA
"9937","Doctorado","2020",0,"graduados",NA,NA
"9937","Doctorado","2021",0,"graduados",NA,NA
"9937","Doctorado","2022",0,"graduados",NA,NA
"9937","Doctorado","2023",0,"graduados",NA,NA
"9937","Total General","2013",0,"graduados",NA,NA
"9937","Total General","2014",0,"graduados",NA,NA
"9937","Total General","2015",0,"graduados",NA,NA
"9937","Total General","2016",0,"graduados",NA,NA
"9937","Total General","2017",0,"graduados",NA,NA
"9937","Total General","2018",0,"graduados",NA,NA
"9937","Total General","2019",0,"graduados",NA,NA
"9937","Total General","2020",0,"graduados",NA,NA
"9937","Total General","2021",0,"graduados",NA,NA
"9937","Total General","2022",0,"graduados",NA,NA
"9937","Total General","2023",0,"graduados",NA,NA
"3834","Técnica Profesional","2013",0,"graduados",NA,NA
"3834","Técnica Profesional","2014",0,"graduados",NA,NA
"3834","Técnica Profesional","2015",0,"graduados",NA,NA
"3834","Técnica Profesional","2016",0,"graduados",NA,NA
"3834","Técnica Profesional","2017",0,"graduados",NA,NA
"3834","Técnica Profesional","2018",0,"graduados",NA,NA
"3834","Técnica Profesional","2019",0,"graduados",NA,NA
"3834","Técnica Profesional","2020",0,"graduados",NA,NA
"3834","Técnica Profesional","2021",0,"graduados",NA,NA
"3834","Técnica Profesional","2022",0,"graduados",NA,NA
"3834","Técnica Profesional","2023",0,"graduados",NA,NA
"3834","Tecnológica","2013",0,"graduados",NA,NA
"3834","Tecnológica","2014",37,"graduados",NA,NA
"3834","Tecnológica","2015",12,"graduados",NA,NA
"3834","Tecnológica","2016",11,"graduados",NA,NA
"3834","Tecnológica","2017",22,"graduados",NA,NA
"3834","Tecnológica","2018",26,"graduados",NA,NA
"3834","Tecnológica","2019",47,"graduados",NA,NA
"3834","Tecnológica","2020",14,"graduados",NA,NA
"3834","Tecnológica","2021",26,"graduados",NA,NA
"3834","Tecnológica","2022",30,"graduados",NA,NA
"3834","Tecnológica","2023",11,"graduados",NA,NA
"3834","Universitaria","2013",0,"graduados",NA,NA
"3834","Universitaria","2014",0,"graduados",NA,NA
"3834","Universitaria","2015",0,"graduados",NA,NA
"3834","Universitaria","2016",0,"graduados",NA,NA
"3834","Universitaria","2017",0,"graduados",NA,NA
"3834","Universitaria","2018",0,"graduados",NA,NA
"3834","Universitaria","2019",0,"graduados",NA,NA
"3834","Universitaria","2020",0,"graduados",NA,NA
"3834","Universitaria","2021",0,"graduados",NA,NA
"3834","Universitaria","2022",0,"graduados",NA,NA
"3834","Universitaria","2023",0,"graduados",NA,NA
"3834","Especialización","2013",0,"graduados",NA,NA
"3834","Especialización","2014",0,"graduados",NA,NA
"3834","Especialización","2015",0,"graduados",NA,NA
"3834","Especialización","2016",0,"graduados",NA,NA
"3834","Especialización","2017",0,"graduados",NA,NA
"3834","Especialización","2018",0,"graduados",NA,NA
"3834","Especialización","2019",0,"graduados",NA,NA
"3834","Especialización","2020",0,"graduados",NA,NA
"3834","Especialización","2021",0,"graduados",NA,NA
"3834","Especialización","2022",0,"graduados",NA,NA
"3834","Especialización","2023",0,"graduados",NA,NA
"3834","Maestría","2013",0,"graduados",NA,NA
"3834","Maestría","2014",0,"graduados",NA,NA
"3834","Maestría","2015",0,"graduados",NA,NA
"3834","Maestría","2016",0,"graduados",NA,NA
"3834","Maestría","2017",0,"graduados",NA,NA
"3834","Maestría","2018",0,"graduados",NA,NA
"3834","Maestría","2019",0,"graduados",NA,NA
"3834","Maestría","2020",0,"graduados",NA,NA
"3834","Maestría","2021",0,"graduados",NA,NA
"3834","Maestría","2022",0,"graduados",NA,NA
"3834","Maestría","2023",0,"graduados",NA,NA
"3834","Doctorado","2013",0,"graduados",NA,NA
"3834","Doctorado","2014",0,"graduados",NA,NA
"3834","Doctorado","2015",0,"graduados",NA,NA
"3834","Doctorado","2016",0,"graduados",NA,NA
"3834","Doctorado","2017",0,"graduados",NA,NA
"3834","Doctorado","2018",0,"graduados",NA,NA
"3834","Doctorado","2019",0,"graduados",NA,NA
"3834","Doctorado","2020",0,"graduados",NA,NA
"3834","Doctorado","2021",0,"graduados",NA,NA
"3834","Doctorado","2022",0,"graduados",NA,NA
"3834","Doctorado","2023",0,"graduados",NA,NA
"3834","Total General","2013",0,"graduados",NA,NA
"3834","Total General","2014",37,"graduados",NA,NA
"3834","Total General","2015",12,"graduados",NA,NA
"3834","Total General","2016",11,"graduados",NA,NA
"3834","Total General","2017",22,"graduados",NA,NA
"3834","Total General","2018",26,"graduados",NA,NA
"3834","Total General","2019",47,"graduados",NA,NA
"3834","Total General","2020",14,"graduados",NA,NA
"3834","Total General","2021",26,"graduados",NA,NA
"3834","Total General","2022",30,"graduados",NA,NA
"3834","Total General","2023",11,"graduados",NA,NA
"3808","Técnica Profesional","2013",0,"graduados",NA,NA
"3808","Técnica Profesional","2014",0,"graduados",NA,NA
"3808","Técnica Profesional","2015",0,"graduados",NA,NA
"3808","Técnica Profesional","2016",0,"graduados",NA,NA
"3808","Técnica Profesional","2017",0,"graduados",NA,NA
"3808","Técnica Profesional","2018",0,"graduados",NA,NA
"3808","Técnica Profesional","2019",0,"graduados",NA,NA
"3808","Técnica Profesional","2020",0,"graduados",NA,NA
"3808","Técnica Profesional","2021",0,"graduados",NA,NA
"3808","Técnica Profesional","2022",0,"graduados",NA,NA
"3808","Técnica Profesional","2023",0,"graduados",NA,NA
"3808","Tecnológica","2013",144,"graduados",NA,NA
"3808","Tecnológica","2014",136,"graduados",NA,NA
"3808","Tecnológica","2015",174,"graduados",NA,NA
"3808","Tecnológica","2016",165,"graduados",NA,NA
"3808","Tecnológica","2017",115,"graduados",NA,NA
"3808","Tecnológica","2018",236,"graduados",NA,NA
"3808","Tecnológica","2019",164,"graduados",NA,NA
"3808","Tecnológica","2020",62,"graduados",NA,NA
"3808","Tecnológica","2021",65,"graduados",NA,NA
"3808","Tecnológica","2022",68,"graduados",NA,NA
"3808","Tecnológica","2023",64,"graduados",NA,NA
"3808","Universitaria","2013",0,"graduados",NA,NA
"3808","Universitaria","2014",0,"graduados",NA,NA
"3808","Universitaria","2015",0,"graduados",NA,NA
"3808","Universitaria","2016",0,"graduados",NA,NA
"3808","Universitaria","2017",0,"graduados",NA,NA
"3808","Universitaria","2018",0,"graduados",NA,NA
"3808","Universitaria","2019",0,"graduados",NA,NA
"3808","Universitaria","2020",0,"graduados",NA,NA
"3808","Universitaria","2021",0,"graduados",NA,NA
"3808","Universitaria","2022",0,"graduados",NA,NA
"3808","Universitaria","2023",0,"graduados",NA,NA
"3808","Especialización","2013",0,"graduados",NA,NA
"3808","Especialización","2014",0,"graduados",NA,NA
"3808","Especialización","2015",0,"graduados",NA,NA
"3808","Especialización","2016",0,"graduados",NA,NA
"3808","Especialización","2017",0,"graduados",NA,NA
"3808","Especialización","2018",0,"graduados",NA,NA
"3808","Especialización","2019",0,"graduados",NA,NA
"3808","Especialización","2020",0,"graduados",NA,NA
"3808","Especialización","2021",0,"graduados",NA,NA
"3808","Especialización","2022",0,"graduados",NA,NA
"3808","Especialización","2023",0,"graduados",NA,NA
"3808","Maestría","2013",0,"graduados",NA,NA
"3808","Maestría","2014",0,"graduados",NA,NA
"3808","Maestría","2015",0,"graduados",NA,NA
"3808","Maestría","2016",0,"graduados",NA,NA
"3808","Maestría","2017",0,"graduados",NA,NA
"3808","Maestría","2018",0,"graduados",NA,NA
"3808","Maestría","2019",0,"graduados",NA,NA
"3808","Maestría","2020",0,"graduados",NA,NA
"3808","Maestría","2021",0,"graduados",NA,NA
"3808","Maestría","2022",0,"graduados",NA,NA
"3808","Maestría","2023",0,"graduados",NA,NA
"3808","Doctorado","2013",0,"graduados",NA,NA
"3808","Doctorado","2014",0,"graduados",NA,NA
"3808","Doctorado","2015",0,"graduados",NA,NA
"3808","Doctorado","2016",0,"graduados",NA,NA
"3808","Doctorado","2017",0,"graduados",NA,NA
"3808","Doctorado","2018",0,"graduados",NA,NA
"3808","Doctorado","2019",0,"graduados",NA,NA
"3808","Doctorado","2020",0,"graduados",NA,NA
"3808","Doctorado","2021",0,"graduados",NA,NA
"3808","Doctorado","2022",0,"graduados",NA,NA
"3808","Doctorado","2023",0,"graduados",NA,NA
"3808","Total General","2013",144,"graduados",NA,NA
"3808","Total General","2014",136,"graduados",NA,NA
"3808","Total General","2015",174,"graduados",NA,NA
"3808","Total General","2016",165,"graduados",NA,NA
"3808","Total General","2017",115,"graduados",NA,NA
"3808","Total General","2018",236,"graduados",NA,NA
"3808","Total General","2019",164,"graduados",NA,NA
"3808","Total General","2020",62,"graduados",NA,NA
"3808","Total General","2021",65,"graduados",NA,NA
"3808","Total General","2022",68,"graduados",NA,NA
"3808","Total General","2023",64,"graduados",NA,NA
"3828","Técnica Profesional","2013",0,"graduados",NA,NA
"3828","Técnica Profesional","2014",0,"graduados",NA,NA
"3828","Técnica Profesional","2015",0,"graduados",NA,NA
"3828","Técnica Profesional","2016",0,"graduados",NA,NA
"3828","Técnica Profesional","2017",0,"graduados",NA,NA
"3828","Técnica Profesional","2018",0,"graduados",NA,NA
"3828","Técnica Profesional","2019",0,"graduados",NA,NA
"3828","Técnica Profesional","2020",0,"graduados",NA,NA
"3828","Técnica Profesional","2021",0,"graduados",NA,NA
"3828","Técnica Profesional","2022",0,"graduados",NA,NA
"3828","Técnica Profesional","2023",0,"graduados",NA,NA
"3828","Tecnológica","2013",0,"graduados",NA,NA
"3828","Tecnológica","2014",0,"graduados",NA,NA
"3828","Tecnológica","2015",0,"graduados",NA,NA
"3828","Tecnológica","2016",1,"graduados",NA,NA
"3828","Tecnológica","2017",0,"graduados",NA,NA
"3828","Tecnológica","2018",0,"graduados",NA,NA
"3828","Tecnológica","2019",0,"graduados",NA,NA
"3828","Tecnológica","2020",20,"graduados",NA,NA
"3828","Tecnológica","2021",0,"graduados",NA,NA
"3828","Tecnológica","2022",0,"graduados",NA,NA
"3828","Tecnológica","2023",0,"graduados",NA,NA
"3828","Universitaria","2013",0,"graduados",NA,NA
"3828","Universitaria","2014",0,"graduados",NA,NA
"3828","Universitaria","2015",0,"graduados",NA,NA
"3828","Universitaria","2016",0,"graduados",NA,NA
"3828","Universitaria","2017",0,"graduados",NA,NA
"3828","Universitaria","2018",0,"graduados",NA,NA
"3828","Universitaria","2019",0,"graduados",NA,NA
"3828","Universitaria","2020",0,"graduados",NA,NA
"3828","Universitaria","2021",0,"graduados",NA,NA
"3828","Universitaria","2022",0,"graduados",NA,NA
"3828","Universitaria","2023",0,"graduados",NA,NA
"3828","Especialización","2013",0,"graduados",NA,NA
"3828","Especialización","2014",0,"graduados",NA,NA
"3828","Especialización","2015",0,"graduados",NA,NA
"3828","Especialización","2016",0,"graduados",NA,NA
"3828","Especialización","2017",0,"graduados",NA,NA
"3828","Especialización","2018",0,"graduados",NA,NA
"3828","Especialización","2019",0,"graduados",NA,NA
"3828","Especialización","2020",0,"graduados",NA,NA
"3828","Especialización","2021",0,"graduados",NA,NA
"3828","Especialización","2022",0,"graduados",NA,NA
"3828","Especialización","2023",0,"graduados",NA,NA
"3828","Maestría","2013",0,"graduados",NA,NA
"3828","Maestría","2014",0,"graduados",NA,NA
"3828","Maestría","2015",0,"graduados",NA,NA
"3828","Maestría","2016",0,"graduados",NA,NA
"3828","Maestría","2017",0,"graduados",NA,NA
"3828","Maestría","2018",0,"graduados",NA,NA
"3828","Maestría","2019",0,"graduados",NA,NA
"3828","Maestría","2020",0,"graduados",NA,NA
"3828","Maestría","2021",0,"graduados",NA,NA
"3828","Maestría","2022",0,"graduados",NA,NA
"3828","Maestría","2023",0,"graduados",NA,NA
"3828","Doctorado","2013",0,"graduados",NA,NA
"3828","Doctorado","2014",0,"graduados",NA,NA
"3828","Doctorado","2015",0,"graduados",NA,NA
"3828","Doctorado","2016",0,"graduados",NA,NA
"3828","Doctorado","2017",0,"graduados",NA,NA
"3828","Doctorado","2018",0,"graduados",NA,NA
"3828","Doctorado","2019",0,"graduados",NA,NA
"3828","Doctorado","2020",0,"graduados",NA,NA
"3828","Doctorado","2021",0,"graduados",NA,NA
"3828","Doctorado","2022",0,"graduados",NA,NA
"3828","Doctorado","2023",0,"graduados",NA,NA
"3828","Total General","2013",0,"graduados",NA,NA
"3828","Total General","2014",0,"graduados",NA,NA
"3828","Total General","2015",0,"graduados",NA,NA
"3828","Total General","2016",1,"graduados",NA,NA
"3828","Total General","2017",0,"graduados",NA,NA
"3828","Total General","2018",0,"graduados",NA,NA
"3828","Total General","2019",0,"graduados",NA,NA
"3828","Total General","2020",20,"graduados",NA,NA
"3828","Total General","2021",0,"graduados",NA,NA
"3828","Total General","2022",0,"graduados",NA,NA
"3828","Total General","2023",0,"graduados",NA,NA
"9126","Técnica Profesional","2013",0,"graduados",NA,NA
"9126","Técnica Profesional","2014",2,"graduados",NA,NA
"9126","Técnica Profesional","2015",2,"graduados",NA,NA
"9126","Técnica Profesional","2016",0,"graduados",NA,NA
"9126","Técnica Profesional","2017",0,"graduados",NA,NA
"9126","Técnica Profesional","2018",0,"graduados",NA,NA
"9126","Técnica Profesional","2019",0,"graduados",NA,NA
"9126","Técnica Profesional","2020",0,"graduados",NA,NA
"9126","Técnica Profesional","2021",0,"graduados",NA,NA
"9126","Técnica Profesional","2022",0,"graduados",NA,NA
"9126","Técnica Profesional","2023",0,"graduados",NA,NA
"9126","Tecnológica","2013",0,"graduados",NA,NA
"9126","Tecnológica","2014",4,"graduados",NA,NA
"9126","Tecnológica","2015",7,"graduados",NA,NA
"9126","Tecnológica","2016",7,"graduados",NA,NA
"9126","Tecnológica","2017",17,"graduados",NA,NA
"9126","Tecnológica","2018",85,"graduados",NA,NA
"9126","Tecnológica","2019",117,"graduados",NA,NA
"9126","Tecnológica","2020",41,"graduados",NA,NA
"9126","Tecnológica","2021",49,"graduados",NA,NA
"9126","Tecnológica","2022",63,"graduados",NA,NA
"9126","Tecnológica","2023",75,"graduados",NA,NA
"9126","Universitaria","2013",0,"graduados",NA,NA
"9126","Universitaria","2014",0,"graduados",NA,NA
"9126","Universitaria","2015",0,"graduados",NA,NA
"9126","Universitaria","2016",0,"graduados",NA,NA
"9126","Universitaria","2017",0,"graduados",NA,NA
"9126","Universitaria","2018",0,"graduados",NA,NA
"9126","Universitaria","2019",0,"graduados",NA,NA
"9126","Universitaria","2020",0,"graduados",NA,NA
"9126","Universitaria","2021",0,"graduados",NA,NA
"9126","Universitaria","2022",0,"graduados",NA,NA
"9126","Universitaria","2023",0,"graduados",NA,NA
"9126","Especialización","2013",0,"graduados",NA,NA
"9126","Especialización","2014",0,"graduados",NA,NA
"9126","Especialización","2015",0,"graduados",NA,NA
"9126","Especialización","2016",0,"graduados",NA,NA
"9126","Especialización","2017",0,"graduados",NA,NA
"9126","Especialización","2018",0,"graduados",NA,NA
"9126","Especialización","2019",0,"graduados",NA,NA
"9126","Especialización","2020",0,"graduados",NA,NA
"9126","Especialización","2021",0,"graduados",NA,NA
"9126","Especialización","2022",0,"graduados",NA,NA
"9126","Especialización","2023",0,"graduados",NA,NA
"9126","Maestría","2013",0,"graduados",NA,NA
"9126","Maestría","2014",0,"graduados",NA,NA
"9126","Maestría","2015",0,"graduados",NA,NA
"9126","Maestría","2016",0,"graduados",NA,NA
"9126","Maestría","2017",0,"graduados",NA,NA
"9126","Maestría","2018",0,"graduados",NA,NA
"9126","Maestría","2019",0,"graduados",NA,NA
"9126","Maestría","2020",0,"graduados",NA,NA
"9126","Maestría","2021",0,"graduados",NA,NA
"9126","Maestría","2022",0,"graduados",NA,NA
"9126","Maestría","2023",0,"graduados",NA,NA
"9126","Doctorado","2013",0,"graduados",NA,NA
"9126","Doctorado","2014",0,"graduados",NA,NA
"9126","Doctorado","2015",0,"graduados",NA,NA
"9126","Doctorado","2016",0,"graduados",NA,NA
"9126","Doctorado","2017",0,"graduados",NA,NA
"9126","Doctorado","2018",0,"graduados",NA,NA
"9126","Doctorado","2019",0,"graduados",NA,NA
"9126","Doctorado","2020",0,"graduados",NA,NA
"9126","Doctorado","2021",0,"graduados",NA,NA
"9126","Doctorado","2022",0,"graduados",NA,NA
"9126","Doctorado","2023",0,"graduados",NA,NA
"9126","Total General","2013",0,"graduados",NA,NA
"9126","Total General","2014",6,"graduados",NA,NA
"9126","Total General","2015",9,"graduados",NA,NA
"9126","Total General","2016",7,"graduados",NA,NA
"9126","Total General","2017",17,"graduados",NA,NA
"9126","Total General","2018",85,"graduados",NA,NA
"9126","Total General","2019",117,"graduados",NA,NA
"9126","Total General","2020",41,"graduados",NA,NA
"9126","Total General","2021",49,"graduados",NA,NA
"9126","Total General","2022",63,"graduados",NA,NA
"9126","Total General","2023",75,"graduados",NA,NA
"3819","Técnica Profesional","2013",135,"graduados",NA,NA
"3819","Técnica Profesional","2014",72,"graduados",NA,NA
"3819","Técnica Profesional","2015",218,"graduados",NA,NA
"3819","Técnica Profesional","2016",142,"graduados",NA,NA
"3819","Técnica Profesional","2017",0,"graduados",NA,NA
"3819","Técnica Profesional","2018",94,"graduados",NA,NA
"3819","Técnica Profesional","2019",83,"graduados",NA,NA
"3819","Técnica Profesional","2020",85,"graduados",NA,NA
"3819","Técnica Profesional","2021",128,"graduados",NA,NA
"3819","Técnica Profesional","2022",102,"graduados",NA,NA
"3819","Técnica Profesional","2023",122,"graduados",NA,NA
"3819","Tecnológica","2013",40,"graduados",NA,NA
"3819","Tecnológica","2014",21,"graduados",NA,NA
"3819","Tecnológica","2015",79,"graduados",NA,NA
"3819","Tecnológica","2016",87,"graduados",NA,NA
"3819","Tecnológica","2017",0,"graduados",NA,NA
"3819","Tecnológica","2018",68,"graduados",NA,NA
"3819","Tecnológica","2019",43,"graduados",NA,NA
"3819","Tecnológica","2020",80,"graduados",NA,NA
"3819","Tecnológica","2021",109,"graduados",NA,NA
"3819","Tecnológica","2022",137,"graduados",NA,NA
"3819","Tecnológica","2023",109,"graduados",NA,NA
"3819","Universitaria","2013",50,"graduados",NA,NA
"3819","Universitaria","2014",14,"graduados",NA,NA
"3819","Universitaria","2015",163,"graduados",NA,NA
"3819","Universitaria","2016",75,"graduados",NA,NA
"3819","Universitaria","2017",0,"graduados",NA,NA
"3819","Universitaria","2018",165,"graduados",NA,NA
"3819","Universitaria","2019",198,"graduados",NA,NA
"3819","Universitaria","2020",157,"graduados",NA,NA
"3819","Universitaria","2021",202,"graduados",NA,NA
"3819","Universitaria","2022",171,"graduados",NA,NA
"3819","Universitaria","2023",182,"graduados",NA,NA
"3819","Especialización","2013",0,"graduados",NA,NA
"3819","Especialización","2014",0,"graduados",NA,NA
"3819","Especialización","2015",0,"graduados",NA,NA
"3819","Especialización","2016",0,"graduados",NA,NA
"3819","Especialización","2017",0,"graduados",NA,NA
"3819","Especialización","2018",0,"graduados",NA,NA
"3819","Especialización","2019",0,"graduados",NA,NA
"3819","Especialización","2020",0,"graduados",NA,NA
"3819","Especialización","2021",0,"graduados",NA,NA
"3819","Especialización","2022",0,"graduados",NA,NA
"3819","Especialización","2023",0,"graduados",NA,NA
"3819","Maestría","2013",0,"graduados",NA,NA
"3819","Maestría","2014",0,"graduados",NA,NA
"3819","Maestría","2015",0,"graduados",NA,NA
"3819","Maestría","2016",0,"graduados",NA,NA
"3819","Maestría","2017",0,"graduados",NA,NA
"3819","Maestría","2018",0,"graduados",NA,NA
"3819","Maestría","2019",0,"graduados",NA,NA
"3819","Maestría","2020",0,"graduados",NA,NA
"3819","Maestría","2021",0,"graduados",NA,NA
"3819","Maestría","2022",0,"graduados",NA,NA
"3819","Maestría","2023",0,"graduados",NA,NA
"3819","Doctorado","2013",0,"graduados",NA,NA
"3819","Doctorado","2014",0,"graduados",NA,NA
"3819","Doctorado","2015",0,"graduados",NA,NA
"3819","Doctorado","2016",0,"graduados",NA,NA
"3819","Doctorado","2017",0,"graduados",NA,NA
"3819","Doctorado","2018",0,"graduados",NA,NA
"3819","Doctorado","2019",0,"graduados",NA,NA
"3819","Doctorado","2020",0,"graduados",NA,NA
"3819","Doctorado","2021",0,"graduados",NA,NA
"3819","Doctorado","2022",0,"graduados",NA,NA
"3819","Doctorado","2023",0,"graduados",NA,NA
"3819","Total General","2013",225,"graduados",NA,NA
"3819","Total General","2014",107,"graduados",NA,NA
"3819","Total General","2015",460,"graduados",NA,NA
"3819","Total General","2016",304,"graduados",NA,NA
"3819","Total General","2017",0,"graduados",NA,NA
"3819","Total General","2018",327,"graduados",NA,NA
"3819","Total General","2019",324,"graduados",NA,NA
"3819","Total General","2020",322,"graduados",NA,NA
"3819","Total General","2021",439,"graduados",NA,NA
"3819","Total General","2022",410,"graduados",NA,NA
"3819","Total General","2023",413,"graduados",NA,NA
"3802","Técnica Profesional","2013",0,"graduados",NA,NA
"3802","Técnica Profesional","2014",0,"graduados",NA,NA
"3802","Técnica Profesional","2015",0,"graduados",NA,NA
"3802","Técnica Profesional","2016",0,"graduados",NA,NA
"3802","Técnica Profesional","2017",0,"graduados",NA,NA
"3802","Técnica Profesional","2018",0,"graduados",NA,NA
"3802","Técnica Profesional","2019",0,"graduados",NA,NA
"3802","Técnica Profesional","2020",0,"graduados",NA,NA
"3802","Técnica Profesional","2021",0,"graduados",NA,NA
"3802","Técnica Profesional","2022",0,"graduados",NA,NA
"3802","Técnica Profesional","2023",0,"graduados",NA,NA
"3802","Tecnológica","2013",0,"graduados",NA,NA
"3802","Tecnológica","2014",0,"graduados",NA,NA
"3802","Tecnológica","2015",0,"graduados",NA,NA
"3802","Tecnológica","2016",0,"graduados",NA,NA
"3802","Tecnológica","2017",0,"graduados",NA,NA
"3802","Tecnológica","2018",0,"graduados",NA,NA
"3802","Tecnológica","2019",0,"graduados",NA,NA
"3802","Tecnológica","2020",0,"graduados",NA,NA
"3802","Tecnológica","2021",0,"graduados",NA,NA
"3802","Tecnológica","2022",0,"graduados",NA,NA
"3802","Tecnológica","2023",0,"graduados",NA,NA
"3802","Universitaria","2013",0,"graduados",NA,NA
"3802","Universitaria","2014",0,"graduados",NA,NA
"3802","Universitaria","2015",0,"graduados",NA,NA
"3802","Universitaria","2016",0,"graduados",NA,NA
"3802","Universitaria","2017",0,"graduados",NA,NA
"3802","Universitaria","2018",0,"graduados",NA,NA
"3802","Universitaria","2019",0,"graduados",NA,NA
"3802","Universitaria","2020",0,"graduados",NA,NA
"3802","Universitaria","2021",0,"graduados",NA,NA
"3802","Universitaria","2022",0,"graduados",NA,NA
"3802","Universitaria","2023",0,"graduados",NA,NA
"3802","Especialización","2013",0,"graduados",NA,NA
"3802","Especialización","2014",0,"graduados",NA,NA
"3802","Especialización","2015",0,"graduados",NA,NA
"3802","Especialización","2016",0,"graduados",NA,NA
"3802","Especialización","2017",0,"graduados",NA,NA
"3802","Especialización","2018",0,"graduados",NA,NA
"3802","Especialización","2019",0,"graduados",NA,NA
"3802","Especialización","2020",0,"graduados",NA,NA
"3802","Especialización","2021",0,"graduados",NA,NA
"3802","Especialización","2022",0,"graduados",NA,NA
"3802","Especialización","2023",0,"graduados",NA,NA
"3802","Maestría","2013",0,"graduados",NA,NA
"3802","Maestría","2014",0,"graduados",NA,NA
"3802","Maestría","2015",0,"graduados",NA,NA
"3802","Maestría","2016",0,"graduados",NA,NA
"3802","Maestría","2017",0,"graduados",NA,NA
"3802","Maestría","2018",0,"graduados",NA,NA
"3802","Maestría","2019",0,"graduados",NA,NA
"3802","Maestría","2020",0,"graduados",NA,NA
"3802","Maestría","2021",0,"graduados",NA,NA
"3802","Maestría","2022",0,"graduados",NA,NA
"3802","Maestría","2023",0,"graduados",NA,NA
"3802","Doctorado","2013",0,"graduados",NA,NA
"3802","Doctorado","2014",0,"graduados",NA,NA
"3802","Doctorado","2015",0,"graduados",NA,NA
"3802","Doctorado","2016",0,"graduados",NA,NA
"3802","Doctorado","2017",0,"graduados",NA,NA
"3802","Doctorado","2018",0,"graduados",NA,NA
"3802","Doctorado","2019",0,"graduados",NA,NA
"3802","Doctorado","2020",0,"graduados",NA,NA
"3802","Doctorado","2021",0,"graduados",NA,NA
"3802","Doctorado","2022",0,"graduados",NA,NA
"3802","Doctorado","2023",0,"graduados",NA,NA
"3802","Total General","2013",0,"graduados",NA,NA
"3802","Total General","2014",0,"graduados",NA,NA
"3802","Total General","2015",0,"graduados",NA,NA
"3802","Total General","2016",0,"graduados",NA,NA
"3802","Total General","2017",0,"graduados",NA,NA
"3802","Total General","2018",0,"graduados",NA,NA
"3802","Total General","2019",0,"graduados",NA,NA
"3802","Total General","2020",0,"graduados",NA,NA
"3802","Total General","2021",0,"graduados",NA,NA
"3802","Total General","2022",0,"graduados",NA,NA
"3802","Total General","2023",0,"graduados",NA,NA
"4811","Técnica Profesional","2013",0,"graduados",NA,NA
"4811","Técnica Profesional","2014",0,"graduados",NA,NA
"4811","Técnica Profesional","2015",0,"graduados",NA,NA
"4811","Técnica Profesional","2016",3,"graduados",NA,NA
"4811","Técnica Profesional","2017",10,"graduados",NA,NA
"4811","Técnica Profesional","2018",41,"graduados",NA,NA
"4811","Técnica Profesional","2019",92,"graduados",NA,NA
"4811","Técnica Profesional","2020",123,"graduados",NA,NA
"4811","Técnica Profesional","2021",102,"graduados",NA,NA
"4811","Técnica Profesional","2022",122,"graduados",NA,NA
"4811","Técnica Profesional","2023",1,"graduados",NA,NA
"4811","Tecnológica","2013",0,"graduados",NA,NA
"4811","Tecnológica","2014",0,"graduados",NA,NA
"4811","Tecnológica","2015",0,"graduados",NA,NA
"4811","Tecnológica","2016",0,"graduados",NA,NA
"4811","Tecnológica","2017",0,"graduados",NA,NA
"4811","Tecnológica","2018",0,"graduados",NA,NA
"4811","Tecnológica","2019",0,"graduados",NA,NA
"4811","Tecnológica","2020",0,"graduados",NA,NA
"4811","Tecnológica","2021",0,"graduados",NA,NA
"4811","Tecnológica","2022",0,"graduados",NA,NA
"4811","Tecnológica","2023",0,"graduados",NA,NA
"4811","Universitaria","2013",0,"graduados",NA,NA
"4811","Universitaria","2014",24,"graduados",NA,NA
"4811","Universitaria","2015",25,"graduados",NA,NA
"4811","Universitaria","2016",0,"graduados",NA,NA
"4811","Universitaria","2017",0,"graduados",NA,NA
"4811","Universitaria","2018",0,"graduados",NA,NA
"4811","Universitaria","2019",0,"graduados",NA,NA
"4811","Universitaria","2020",0,"graduados",NA,NA
"4811","Universitaria","2021",0,"graduados",NA,NA
"4811","Universitaria","2022",0,"graduados",NA,NA
"4811","Universitaria","2023",0,"graduados",NA,NA
"4811","Especialización","2013",0,"graduados",NA,NA
"4811","Especialización","2014",0,"graduados",NA,NA
"4811","Especialización","2015",0,"graduados",NA,NA
"4811","Especialización","2016",0,"graduados",NA,NA
"4811","Especialización","2017",0,"graduados",NA,NA
"4811","Especialización","2018",0,"graduados",NA,NA
"4811","Especialización","2019",0,"graduados",NA,NA
"4811","Especialización","2020",0,"graduados",NA,NA
"4811","Especialización","2021",0,"graduados",NA,NA
"4811","Especialización","2022",0,"graduados",NA,NA
"4811","Especialización","2023",0,"graduados",NA,NA
"4811","Maestría","2013",0,"graduados",NA,NA
"4811","Maestría","2014",0,"graduados",NA,NA
"4811","Maestría","2015",0,"graduados",NA,NA
"4811","Maestría","2016",0,"graduados",NA,NA
"4811","Maestría","2017",0,"graduados",NA,NA
"4811","Maestría","2018",0,"graduados",NA,NA
"4811","Maestría","2019",0,"graduados",NA,NA
"4811","Maestría","2020",0,"graduados",NA,NA
"4811","Maestría","2021",0,"graduados",NA,NA
"4811","Maestría","2022",0,"graduados",NA,NA
